,timestamp,top_accel_x,top_accel_y,top_accel_z,top_mag_x,top_mag_y,top_mag_z,top_gy_x,top_gy_y,top_gy_z,top_q0,top_qx,top_qy,top_qz,top_yaw,top_pitch,top_roll,top_temperature,bottom_accel_x,bottom_accel_y,bottom_accel_z,bottom_mag_x,bottom_mag_y,bottom_mag_z,bottom_gy_x,bottom_gy_y,bottom_gy_z,bottom_q0,bottom_qx,bottom_qy,bottom_qz,bottom_yaw,bottom_pitch,bottom_roll,bottom_temperature,action
0,4756415,571.04,-1982.60,939.94,14.14,-12.92,-63.59,-456,-338,-71,0.32,-0.08,-0.52,0.79,142.85,-12.07,-62.47,28.72,-156.13,-1939.03,824.89,11.73,-25.39,-37.61,-456,-338,-71,0.30,-0.10,-0.52,0.80,143.86,-8.70,-63.09,28.16,male1_walking1
1,4756471,392.15,-1936.40,1002.01,19.07,-9.06,-63.74,-260,-338,-111,0.31,-0.08,-0.51,0.80,144.64,-10.80,-61.89,28.73,-178.41,-1926.57,802.61,7.60,5.78,-39.22,-260,-338,-111,0.29,-0.10,-0.51,0.80,145.31,-7.43,-62.82,28.19,male1_walking1
2,4756528,463.93,-1962.77,976.26,11.46,12.64,-70.34,-260,-338,-111,0.30,-0.08,-0.51,0.80,144.98,-10.20,-62.30,28.73,-163.57,-1983.09,803.89,7.41,1.27,-50.66,-260,-338,-111,0.28,-0.10,-0.52,0.80,145.58,-7.27,-63.32,28.20,male1_walking1
3,4756585,463.75,-2000.00,896.67,4.28,-14.98,-59.48,-354,-325,-125,0.30,-0.09,-0.53,0.79,144.66,-10.63,-64.17,28.72,-324.77,-1997.92,675.72,7.97,-30.08,-66.21,-354,-325,-125,0.29,-0.11,-0.53,0.79,144.84,-7.66,-65.86,28.17,male1_walking1
4,4756641,218.08,-2000.00,907.41,-6.72,-43.83,-55.31,-354,-325,-125,0.29,-0.10,-0.54,0.78,145.24,-9.14,-66.11,28.73,-306.64,-2000.00,761.35,11.36,-14.27,-93.83,-354,-325,-125,0.29,-0.12,-0.54,0.78,144.62,-7.05,-66.57,28.19,male1_walking1
5,4756698,143.98,-2000.00,1111.21,-17.73,-44.30,-20.22,-354,-325,-125,0.28,-0.11,-0.53,0.79,145.37,-7.12,-65.55,28.74,-546.14,-2000.00,700.20,5.41,-14.80,-128.19,-353,-337,-123,0.28,-0.14,-0.53,0.79,144.33,-4.64,-66.75,28.16,male1_walking1
6,4756755,-207.15,-2000.00,789.98,-34.27,-41.57,27.40,-353,-337,-123,0.25,-0.16,-0.54,0.79,145.85,-1.53,-68.23,28.75,-374.88,-2000.00,111.15,5.66,34.97,-144.54,-353,-337,-123,0.26,-0.18,-0.57,0.76,143.48,-1.70,-72.86,28.18,male1_walking1
7,4756810,372.99,-1980.04,1002.08,-36.47,15.50,22.29,-353,-337,-123,0.27,-0.16,-0.56,0.77,143.92,-2.99,-70.60,28.70,152.10,-2000.00,1150.09,39.99,85.19,-107.74,-468,-227,-119,0.32,-0.15,-0.53,0.77,139.17,-6.18,-67.44,28.18,male1_walking1
8,4756869,891.66,-2000.00,923.89,-40.58,88.52,71.33,-468,-227,-119,0.34,-0.15,-0.54,0.75,136.58,-8.45,-68.46,28.72,804.02,-1610.11,969.67,23.09,72.56,-74.20,-468,-227,-119,0.39,-0.12,-0.53,0.74,133.11,-13.95,-64.98,28.17,male1_walking1
9,4756925,1070.25,-2000.00,869.93,-37.46,-5.85,95.32,-468,-227,-119,0.38,-0.11,-0.54,0.74,134.99,-14.75,-66.54,28.71,334.11,-1472.78,957.82,-31.68,29.43,75.13,-463,-239,-121,0.37,-0.13,-0.52,0.76,134.95,-10.95,-64.37,28.16,male1_walking1
10,4756981,1001.59,-1801.45,779.11,-8.97,-3.10,121.39,-463,-239,-121,0.36,-0.12,-0.53,0.75,136.61,-12.37,-65.52,28.74,463.32,-1387.27,971.74,-40.50,-31.86,160.21,-463,-239,-121,0.34,-0.12,-0.52,0.77,138.59,-9.64,-64.40,28.18,male1_walking1
