,timestamp,top_accel_x,top_accel_y,top_accel_z,top_mag_x,top_mag_y,top_mag_z,top_gy_x,top_gy_y,top_gy_z,top_q0,top_qx,top_qy,top_qz,top_yaw,top_pitch,top_roll,top_temperature,bottom_accel_x,bottom_accel_y,bottom_accel_z,bottom_mag_x,bottom_mag_y,bottom_mag_z,bottom_gy_x,bottom_gy_y,bottom_gy_z,bottom_q0,bottom_qx,bottom_qy,bottom_qz,bottom_yaw,bottom_pitch,bottom_roll,bottom_temperature,action
0,5809398,-693.42,-1180.24,925.90,0.21,-1.04,-0.86,-361,375,-125,-0.78,0.50,-0.12,-0.37,32.60,33.34,-55.77,29.02,-1278.02,-1086.49,535.77,0.20,-0.86,0.49,-361,375,-125,-0.76,0.52,-0.14,-0.38,32.25,36.86,-57.55,29.05,male1_sitting_ground
1,5809453,-706.73,-1188.54,935.85,0.29,-0.22,-0.83,-361,375,-125,-0.77,0.50,-0.11,-0.37,33.85,33.41,-55.73,29.01,-1287.17,-1083.44,544.49,-0.08,-0.69,-0.40,-361,375,-125,-0.75,0.52,-0.14,-0.38,33.18,36.96,-57.48,29.04,male1_sitting_ground
2,5809509,-694.21,-1178.04,939.94,-0.18,-0.78,-0.37,-361,379,-111,-0.77,0.50,-0.11,-0.38,34.20,33.34,-55.54,29.03,-1294.98,-1079.59,545.90,-0.11,0.07,0.02,-361,379,-111,-0.76,0.51,-0.14,-0.38,33.11,36.83,-57.24,29.06,male1_sitting_ground
3,5809566,-713.07,-1183.59,934.51,0.14,2.27,-0.14,-361,379,-111,-0.77,0.50,-0.11,-0.37,34.01,33.41,-55.48,29.04,-1288.02,-1086.61,523.07,0.14,2.20,-0.52,-361,379,-111,-0.76,0.52,-0.14,-0.38,32.72,37.01,-57.54,29.02,male1_sitting_ground
4,5809622,-699.71,-1196.11,915.47,-0.15,0.85,0.56,-368,317,-67,-0.77,0.50,-0.12,-0.37,33.28,33.36,-55.89,29.04,-1276.37,-1102.36,517.27,0.47,-0.03,-2.58,-368,317,-67,-0.76,0.52,-0.14,-0.37,31.96,36.58,-57.85,29.02,male1_sitting_ground
5,5809678,-693.48,-1193.79,917.60,-0.05,-2.17,2.66,-368,317,-67,-0.77,0.50,-0.12,-0.37,32.84,33.25,-56.11,29.03,-1280.70,-1091.00,529.05,0.71,0.82,-3.40,-368,317,-67,-0.76,0.52,-0.14,-0.37,31.55,36.88,-58.08,29.04,male1_sitting_ground
6,5809735,-659.67,-1154.97,918.88,-0.34,0.56,4.04,-358,372,-125,-0.77,0.50,-0.11,-0.37,33.60,33.11,-55.88,29.05,-1245.91,-1078.92,546.39,1.05,-0.70,-1.91,-358,372,-125,-0.76,0.52,-0.13,-0.38,33.05,36.39,-57.50,29.04,male1_sitting_ground
7,5809791,-656.74,-1149.35,907.47,0.20,-2.05,2.15,-358,372,-125,-0.77,0.50,-0.11,-0.38,34.52,32.94,-55.65,29.01,-1234.68,-1075.26,528.93,0.89,-2.26,0.47,-358,372,-125,-0.75,0.52,-0.13,-0.38,33.71,36.35,-57.47,29.02,male1_sitting_ground
8,5809847,-668.82,-1170.78,916.50,-0.31,-2.27,1.07,-358,372,-125,-0.77,0.50,-0.10,-0.38,34.96,32.80,-55.69,28.99,-1261.72,-1102.72,525.45,0.53,-3.21,0.86,-353,374,-123,-0.75,0.52,-0.13,-0.39,33.80,36.49,-57.79,29.05,male1_sitting_ground
9,5809903,-688.54,-1182.01,927.61,0.25,-4.92,0.30,-353,374,-123,-0.77,0.50,-0.11,-0.38,34.95,33.16,-55.94,29.04,-1290.10,-1111.33,547.36,0.95,-4.23,0.74,-353,374,-123,-0.75,0.52,-0.13,-0.39,33.96,36.62,-57.69,29.03,male1_sitting_ground
10,5809959,-729.80,-1195.01,961.43,0.37,-2.72,1.29,-353,374,-123,-0.77,0.50,-0.11,-0.38,35.21,33.40,-55.60,29.02,-1306.82,-1087.34,549.13,1.11,0.85,-0.03,-361,372,-71,-0.75,0.52,-0.14,-0.38,32.72,37.18,-57.45,29.03,male1_sitting_ground
11,5810015,-698.73,-1153.69,947.51,1.20,-3.55,1.78,-361,372,-71,-0.77,0.50,-0.12,-0.37,33.08,33.86,-55.26,29.02,-1304.14,-1089.17,546.33,1.12,-0.82,-0.68,-361,372,-71,-0.76,0.51,-0.15,-0.37,31.30,37.30,-57.11,29.03,male1_sitting_ground
12,5810071,-685.30,-1162.11,947.39,-0.77,2.96,0.97,-361,372,-71,-0.78,0.50,-0.13,-0.36,31.85,33.66,-55.15,29.04,-1229.68,-1087.28,546.94,0.98,1.73,-0.21,-361,372,-71,-0.77,0.51,-0.15,-0.36,30.36,36.75,-57.06,29.03,male1_sitting_ground
13,5810127,-672.49,-1161.80,942.81,0.71,0.99,-1.24,-353,357,-69,-0.78,0.49,-0.12,-0.35,31.27,32.92,-55.04,29.05,-1291.56,-1085.14,519.78,-1.34,4.87,0.50,-353,357,-69,-0.77,0.51,-0.15,-0.36,29.89,36.60,-57.19,29.05,male1_sitting_ground
14,5810182,-677.86,-1156.13,955.51,-3.48,11.57,-1.16,-353,357,-69,-0.78,0.50,-0.13,-0.35,30.68,33.24,-55.37,29.05,-1255.13,-1102.17,543.88,-2.41,5.83,0.41,-353,357,-69,-0.77,0.51,-0.15,-0.36,29.42,36.62,-57.47,29.01,male1_sitting_ground
15,5810239,-678.65,-1167.30,927.25,-2.79,4.74,-1.54,-361,372,-71,-0.78,0.50,-0.13,-0.35,30.27,33.12,-55.77,29.03,-1285.89,-1091.80,532.10,-2.04,4.59,1.19,-361,372,-71,-0.77,0.51,-0.15,-0.35,29.06,36.77,-57.76,29.04,male1_sitting_ground
16,5810294,-738.65,-1181.88,934.27,-2.03,13.00,-3.97,-361,372,-71,-0.78,0.50,-0.13,-0.35,29.70,33.80,-56.18,29.02,-1331.97,-1084.72,504.76,-2.36,17.37,2.51,-361,372,-71,-0.76,0.52,-0.16,-0.35,28.11,37.94,-58.55,29.03,male1_sitting_ground
17,5810350,-728.03,-1172.18,900.39,-1.04,21.45,-2.95,-348,372,-67,-0.78,0.51,-0.14,-0.34,28.51,34.68,-57.01,29.04,-1290.95,-1085.14,488.71,-1.27,15.49,0.52,-348,372,-67,-0.76,0.52,-0.17,-0.35,26.97,38.22,-59.28,29.04,male1_sitting_ground
18,5810407,-717.22,-1163.88,890.99,-1.68,15.66,-0.65,-348,372,-67,-0.78,0.51,-0.15,-0.34,27.86,35.12,-57.58,29.04,-1239.81,-1067.99,498.84,-1.97,17.75,-0.15,-348,372,-67,-0.76,0.52,-0.17,-0.35,26.47,38.38,-59.67,29.05,male1_sitting_ground
19,5810462,-602.60,-1129.52,830.57,-1.30,11.96,0.62,-348,372,-67,-0.78,0.51,-0.14,-0.34,27.48,34.19,-57.99,29.03,-1171.08,-1047.06,487.61,0.05,3.80,2.11,-359,360,-79,-0.76,0.52,-0.16,-0.35,27.15,37.43,-59.77,29.04,male1_sitting_ground
20,5810519,-618.71,-1142.09,836.98,0.91,1.58,-0.57,-359,360,-79,-0.78,0.51,-0.13,-0.34,28.75,33.48,-57.92,29.05,-1226.44,-1064.27,459.35,-0.38,0.02,6.15,-359,360,-79,-0.76,0.53,-0.15,-0.35,28.09,37.13,-59.88,29.03,male1_sitting_ground
21,5810575,-705.87,-1171.69,873.47,3.56,-6.69,-3.17,-359,360,-79,-0.78,0.51,-0.13,-0.35,29.71,33.67,-57.65,29.03,-1275.33,-1078.80,470.15,-0.77,0.04,5.60,-349,346,-96,-0.76,0.53,-0.15,-0.36,29.38,37.45,-59.61,29.03,male1_sitting_ground
22,5810630,-754.03,-1196.41,885.07,1.42,-2.17,-1.82,-349,346,-96,-0.77,0.51,-0.13,-0.36,31.07,34.38,-57.70,29.02,-1319.03,-1074.22,461.73,-0.19,-1.85,1.64,-349,346,-96,-0.75,0.53,-0.15,-0.37,30.33,38.11,-59.67,29.06,male1_sitting_ground
23,5810688,-731.93,-1185.91,890.99,-0.14,-0.24,0.42,-349,346,-96,-0.77,0.51,-0.12,-0.37,31.92,34.56,-57.52,29.03,-1265.93,-1077.33,499.33,0.42,-0.20,0.49,-395,321,-84,-0.75,0.53,-0.15,-0.38,31.29,38.07,-59.42,29.04,male1_sitting_ground
24,5810743,-670.59,-1178.96,877.69,1.30,2.78,0.47,-395,321,-84,-0.76,0.51,-0.12,-0.37,32.56,34.42,-57.62,29.02,-1221.19,-1074.77,476.26,1.46,-0.07,2.38,-395,321,-84,-0.75,0.53,-0.14,-0.38,31.72,37.57,-59.54,29.03,male1_sitting_ground
25,5810798,-674.99,-1173.77,859.56,1.54,1.66,-0.76,-395,321,-84,-0.76,0.51,-0.12,-0.37,32.85,33.89,-57.73,29.02,-1233.83,-1064.45,457.46,0.83,-0.63,2.33,-395,321,-84,-0.75,0.53,-0.14,-0.38,31.89,37.38,-59.76,29.04,male1_sitting_ground
26,5810854,-710.82,-1177.55,870.91,1.93,-3.77,-1.69,-361,317,-91,-0.76,0.51,-0.11,-0.37,33.30,33.81,-57.63,29.03,-1310.00,-1062.93,473.69,0.66,-4.85,0.11,-361,317,-91,-0.75,0.53,-0.14,-0.38,32.50,37.46,-59.34,29.04,male1_sitting_ground
27,5810909,-738.04,-1180.24,892.64,0.49,-2.50,-0.89,-361,317,-91,-0.76,0.51,-0.12,-0.38,33.75,34.34,-57.34,29.03,-1288.76,-1071.72,481.08,0.33,0.06,-0.57,-361,317,-91,-0.74,0.53,-0.14,-0.38,32.64,37.87,-59.28,29.06,male1_sitting_ground
28,5810965,-700.13,-1177.92,890.81,-0.48,5.94,-0.53,-388,317,-121,-0.76,0.51,-0.11,-0.38,34.77,34.05,-57.33,29.03,-1255.19,-1071.72,472.35,-0.23,5.98,-0.37,-388,317,-121,-0.74,0.53,-0.13,-0.39,34.10,37.54,-59.47,29.05,male1_sitting_ground
